# SignalP-5.0	Organism: euk	Timestamp: 20260405230859
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
O83344	OTHER	0.441232	0.558768	
O83345	OTHER	0.010266	0.989734	
O83347	SP(Sec/SPI)	0.993441	0.006559	CS pos: 20-21. GQS-QH. Pr: 0.8688
O83350	OTHER	0.002038	0.997962	
O83352	OTHER	0.010442	0.989558	
O83353	SP(Sec/SPI)	0.594331	0.405669	CS pos: 28-29. TTA-SV. Pr: 0.3083
O83354	OTHER	0.000940	0.999060	
O83355	OTHER	0.032147	0.967853	
O83356	OTHER	0.008666	0.991334	
O83358	SP(Sec/SPI)	0.963709	0.036291	CS pos: 19-20. LFS-ED. Pr: 0.3555
O83366	SP(Sec/SPI)	0.595951	0.404049	CS pos: 27-28. VQA-FI. Pr: 0.3093
O83367	OTHER	0.006471	0.993529	
O83368	OTHER	0.006355	0.993645	
O83371	OTHER	0.001297	0.998703	
O83374	OTHER	0.000879	0.999121	
O83375	OTHER	0.002568	0.997432	
O83376	OTHER	0.008165	0.991835	
O83378	OTHER	0.001460	0.998540	
O83379	OTHER	0.003282	0.996718	
O83380	OTHER	0.268711	0.731289	
O83383	OTHER	0.006487	0.993513	
O83384	SP(Sec/SPI)	0.946716	0.053284	CS pos: 16-17. VSC-TH. Pr: 0.5883
O83385	OTHER	0.000572	0.999428	
O83389	OTHER	0.034383	0.965617	
O83390	OTHER	0.462799	0.537201	
O83391	OTHER	0.009291	0.990709	
O83392	OTHER	0.141554	0.858446	
O83393	OTHER	0.000961	0.999039	
O83396	OTHER	0.001440	0.998560	
O83397	OTHER	0.007427	0.992573	
O83400	OTHER	0.016586	0.983414	
O83403	OTHER	0.000664	0.999336	
O83406	OTHER	0.007724	0.992276	
O83407	OTHER	0.013042	0.986958	
O83408	OTHER	0.001833	0.998167	
O83412	OTHER	0.001567	0.998433	
O83419	OTHER	0.002217	0.997783	
O83420	OTHER	0.001999	0.998001	
O83422	OTHER	0.000450	0.999550	
O83423	SP(Sec/SPI)	0.726100	0.273900	CS pos: 21-22. AFS-RQ. Pr: 0.5650
O83424	SP(Sec/SPI)	0.750833	0.249167	CS pos: 19-20. VSC-AL. Pr: 0.3484
O83427	OTHER	0.000599	0.999401	
O83428	OTHER	0.006528	0.993472	
O83429	OTHER	0.025481	0.974519	
O83430	OTHER	0.001423	0.998577	
O83435	OTHER	0.003575	0.996425	
O83437	OTHER	0.153827	0.846173	
O83438	OTHER	0.001163	0.998837	
O83440	OTHER	0.001118	0.998882	
O83445	OTHER	0.312094	0.687906	
O83447	OTHER	0.197226	0.802774	
O83449	OTHER	0.000851	0.999149	
O83450	OTHER	0.001374	0.998626	
O83451	OTHER	0.082741	0.917259	
O83454	OTHER	0.002009	0.997991	
O83457	OTHER	0.001217	0.998783	
O83458	OTHER	0.010021	0.989979	
O83459	OTHER	0.012068	0.987932	
O83461	OTHER	0.332658	0.667342	
O83463	SP(Sec/SPI)	0.954934	0.045066	CS pos: 23-24. ACG-KP. Pr: 0.4419
O83465	OTHER	0.111508	0.888492	
O83467	OTHER	0.000831	0.999169	
O83468	OTHER	0.418122	0.581878	
O83469	SP(Sec/SPI)	0.946038	0.053962	CS pos: 18-19. VLS-FS. Pr: 0.5294
O83470	OTHER	0.042446	0.957554	
O83471	OTHER	0.001509	0.998491	
O83472	OTHER	0.006817	0.993183	
O83473	OTHER	0.007546	0.992454	
O83474	OTHER	0.002198	0.997802	
O83478	OTHER	0.058178	0.941822	
O83479	OTHER	0.001475	0.998525	
O83480	OTHER	0.000948	0.999052	
O83481	OTHER	0.002384	0.997616	
O83482	OTHER	0.224534	0.775466	
O83483	OTHER	0.482992	0.517008	
O83484	OTHER	0.019077	0.980923	
O83486	SP(Sec/SPI)	0.622306	0.377694	CS pos: 26-27. ADA-GD. Pr: 0.3681
O83487	OTHER	0.000631	0.999369	
O83492	OTHER	0.049989	0.950011	
O83493	OTHER	0.004004	0.995996	
O83494	OTHER	0.000739	0.999261	
O83495	OTHER	0.002686	0.997314	
O83497	OTHER	0.028204	0.971796	
O83498	OTHER	0.013375	0.986625	
O83499	SP(Sec/SPI)	0.937567	0.062433	CS pos: 18-19. LFA-LE. Pr: 0.7064
O83500	OTHER	0.001185	0.998815	
O83501	OTHER	0.003752	0.996248	
O83502	OTHER	0.001330	0.998670	
O83503	OTHER	0.000342	0.999658	
O83507	OTHER	0.000997	0.999003	
O83508	OTHER	0.037016	0.962984	
O83509	OTHER	0.001357	0.998643	
O83512	OTHER	0.018689	0.981311	
O83515	OTHER	0.016402	0.983598	
O83516	OTHER	0.436429	0.563571	
O83517	OTHER	0.002695	0.997305	
O83524	OTHER	0.385525	0.614475	
O83526	OTHER	0.002781	0.997219	
O83528	SP(Sec/SPI)	0.934469	0.065531	CS pos: 21-22. GES-GL. Pr: 0.4537
O83532	OTHER	0.001026	0.998974	
O83533	OTHER	0.014933	0.985067	
O83534	OTHER	0.058879	0.941121	
O83542	OTHER	0.000518	0.999482	
O83543	OTHER	0.014188	0.985812	
O83545	OTHER	0.001359	0.998641	
O83546	OTHER	0.001242	0.998758	
O83550	OTHER	0.361841	0.638159	
O83551	OTHER	0.000903	0.999097	
O83555	SP(Sec/SPI)	0.688539	0.311461	CS pos: 25-26. CSA-AS. Pr: 0.4622
O83557	OTHER	0.002216	0.997784	
O83559	SP(Sec/SPI)	0.566991	0.433009	CS pos: 32-33. ASG-RG. Pr: 0.2222
O83560	OTHER	0.000859	0.999141	
O83562	OTHER	0.014605	0.985395	
O83563	OTHER	0.002860	0.997140	
O83564	OTHER	0.001241	0.998759	
O83566	OTHER	0.045756	0.954244	
O83568	SP(Sec/SPI)	0.594102	0.405898	CS pos: 25-26. LWA-HP. Pr: 0.3515
O83572	SP(Sec/SPI)	0.797402	0.202598	CS pos: 25-26. ARA-VP. Pr: 0.3043
O83573	OTHER	0.002969	0.997031	
O83574	OTHER	0.001240	0.998760	
O83575	SP(Sec/SPI)	0.988675	0.011325	CS pos: 19-20. VHA-QE. Pr: 0.9678
O83576	OTHER	0.053554	0.946446	
O83577	OTHER	0.002890	0.997110	
O83579	OTHER	0.002799	0.997201	
O83580	OTHER	0.051641	0.948359	
O83581	OTHER	0.004921	0.995079	
O83582	OTHER	0.276017	0.723983	
O83583	OTHER	0.046309	0.953691	
O83586	OTHER	0.025512	0.974488	
O83588	OTHER	0.391461	0.608539	
O83589	OTHER	0.000867	0.999133	
O83591	SP(Sec/SPI)	0.587797	0.412203	CS pos: 26-27. VCA-GY. Pr: 0.2567
O83592	OTHER	0.058163	0.941837	
O83593	OTHER	0.000217	0.999783	
O83594	SP(Sec/SPI)	0.518833	0.481167	CS pos: 28-29. SEK-KK. Pr: 0.2442
O83596	OTHER	0.015487	0.984513	
O83597	OTHER	0.001331	0.998669	
O83599	OTHER	0.002641	0.997359	
O83601	SP(Sec/SPI)	0.831032	0.168968	CS pos: 20-21. CAA-HF. Pr: 0.6873
O83602	OTHER	0.001103	0.998897	
O83603	OTHER	0.175405	0.824595	
O83605	OTHER	0.001585	0.998415	
O83606	OTHER	0.001566	0.998434	
O83607	OTHER	0.003340	0.996660	
O83608	OTHER	0.001477	0.998523	
O83616	OTHER	0.002456	0.997544	
O83617	OTHER	0.002435	0.997565	
O83619	OTHER	0.028499	0.971501	
O83620	OTHER	0.003305	0.996695	
O83621	OTHER	0.001010	0.998990	
O83622	OTHER	0.000233	0.999767	
O83624	OTHER	0.001850	0.998150	
O83626	OTHER	0.004909	0.995091	
O83627	SP(Sec/SPI)	0.928142	0.071858	CS pos: 20-21. CVA-AR. Pr: 0.5400
O83628	OTHER	0.132752	0.867248	
O83630	OTHER	0.127432	0.872568	
O83631	OTHER	0.002318	0.997682	
O83632	OTHER	0.458727	0.541273	
O83633	OTHER	0.005336	0.994664	
O83637	SP(Sec/SPI)	0.658356	0.341644	CS pos: 24-25. VCA-QT. Pr: 0.5232
O83638	OTHER	0.000586	0.999414	
O83643	OTHER	0.495185	0.504815	
O83645	OTHER	0.399236	0.600764	
O83648	OTHER	0.001227	0.998773	
O83651	OTHER	0.058037	0.941963	
O83652	OTHER	0.009356	0.990644	
O83654	OTHER	0.037312	0.962688	
O83655	OTHER	0.001389	0.998611	
O83657	SP(Sec/SPI)	0.693456	0.306544	CS pos: 30-31. ATA-VS. Pr: 0.4164
O83659	OTHER	0.005030	0.994970	
O83660	OTHER	0.007283	0.992717	
O83661	SP(Sec/SPI)	0.954841	0.045159	CS pos: 24-25. GSC-LQ. Pr: 0.4636
O83662	OTHER	0.035501	0.964499	
O83665	OTHER	0.000594	0.999406	
O83667	OTHER	0.001188	0.998812	
O83670	SP(Sec/SPI)	0.994943	0.005057	CS pos: 18-19. AHA-QE. Pr: 0.8164
O83671	OTHER	0.001629	0.998371	
O83672	OTHER	0.023360	0.976640	
O83673	OTHER	0.005474	0.994526	
O83674	OTHER	0.282196	0.717804	
O83677	OTHER	0.003503	0.996497	
O83680	OTHER	0.000754	0.999246	
O83681	OTHER	0.110970	0.889030	
O83682	OTHER	0.003104	0.996896	
O83683	OTHER	0.000791	0.999209	
O83684	OTHER	0.001599	0.998401	
O83685	OTHER	0.003678	0.996322	
O83688	SP(Sec/SPI)	0.954661	0.045339	CS pos: 19-20. VFS-DS. Pr: 0.4692
O83689	OTHER	0.000891	0.999109	
O83691	SP(Sec/SPI)	0.930875	0.069125	CS pos: 20-21. CTS-QT. Pr: 0.3721
O83692	OTHER	0.002838	0.997162	
O83693	OTHER	0.258882	0.741118	
O83694	OTHER	0.001126	0.998874	
O83695	SP(Sec/SPI)	0.988368	0.011632	CS pos: 28-29. ANA-AQ. Pr: 0.8769
O83696	SP(Sec/SPI)	0.926813	0.073187	CS pos: 19-20. LGA-LE. Pr: 0.7467
O83697	OTHER	0.015485	0.984515	
O83698	OTHER	0.003771	0.996229	
O83700	OTHER	0.002155	0.997845	
O83701	OTHER	0.008141	0.991859	
O83702	OTHER	0.000632	0.999368	
O83704	SP(Sec/SPI)	0.764689	0.235311	CS pos: 20-21. AVC-GP. Pr: 0.5677
O83705	OTHER	0.024117	0.975883	
O83706	OTHER	0.028018	0.971982	
O83708	OTHER	0.000716	0.999284	
O83709	OTHER	0.109067	0.890933	
O83711	OTHER	0.003994	0.996006	
O83712	OTHER	0.000583	0.999417	
O83715	SP(Sec/SPI)	0.955526	0.044474	CS pos: 25-26. AYS-SE. Pr: 0.6844
O83717	OTHER	0.000839	0.999161	
O83719	SP(Sec/SPI)	0.883870	0.116130	CS pos: 29-30. CHG-SK. Pr: 0.6089
O83721	OTHER	0.049699	0.950301	
O83722	OTHER	0.001006	0.998994	
O83726	OTHER	0.005346	0.994654	
O83729	OTHER	0.001204	0.998796	
O83730	OTHER	0.001036	0.998964	
O83731	SP(Sec/SPI)	0.952254	0.047746	CS pos: 22-23. LHA-GE. Pr: 0.7765
O83732	OTHER	0.300777	0.699223	
O83733	OTHER	0.168283	0.831717	
O83734	OTHER	0.055008	0.944992	
O83736	OTHER	0.001740	0.998260	
O83740	SP(Sec/SPI)	0.738949	0.261051	CS pos: 21-22. ALC-VE. Pr: 0.5183
O83741	OTHER	0.004692	0.995308	
O83742	OTHER	0.000702	0.999298	
O83743	OTHER	0.002876	0.997124	
O83744	OTHER	0.001916	0.998084	
O83745	OTHER	0.000641	0.999359	
O83747	OTHER	0.001569	0.998431	
O83750	OTHER	0.001090	0.998910	
O83751	OTHER	0.016493	0.983507	
O83752	OTHER	0.297190	0.702810	
O83753	OTHER	0.135186	0.864814	
O83755	OTHER	0.005196	0.994804	
O83756	OTHER	0.002299	0.997701	
O83757	OTHER	0.001025	0.998975	
O83758	OTHER	0.312575	0.687425	
O83760	OTHER	0.002169	0.997831	
O83761	SP(Sec/SPI)	0.985872	0.014128	CS pos: 17-18. GEG-RL. Pr: 0.5804
O83763	SP(Sec/SPI)	0.993432	0.006568	CS pos: 23-24. SSA-LR. Pr: 0.7180
O83764	SP(Sec/SPI)	0.725738	0.274262	CS pos: 36-37. AHA-RG. Pr: 0.6571
O83766	OTHER	0.001927	0.998073	
O83767	OTHER	0.079057	0.920943	
O83768	SP(Sec/SPI)	0.856973	0.143027	CS pos: 21-22. MWA-QS. Pr: 0.3753
O83769	OTHER	0.001793	0.998207	
O83770	OTHER	0.486588	0.513412	
O83771	OTHER	0.000544	0.999456	
O83773	SP(Sec/SPI)	0.662407	0.337593	CS pos: 26-27. AHA-SC. Pr: 0.4677
O83777	OTHER	0.003476	0.996524	
O83780	OTHER	0.001798	0.998202	
O83781	OTHER	0.001008	0.998992	
O83782	OTHER	0.001136	0.998864	
O83784	OTHER	0.002382	0.997618	
O83788	OTHER	0.080015	0.919985	
O83789	OTHER	0.000494	0.999506	
O83791	OTHER	0.049064	0.950936	
O83792	OTHER	0.004842	0.995158	
O83793	OTHER	0.147931	0.852069	
O83794	OTHER	0.003105	0.996895	
O83795	OTHER	0.002551	0.997449	
O83797	OTHER	0.001015	0.998985	
O83799	OTHER	0.001099	0.998901	
O83801	OTHER	0.001209	0.998791	
O83804	OTHER	0.010248	0.989752	
O83805	SP(Sec/SPI)	0.992341	0.007659	CS pos: 21-22. IQA-ED. Pr: 0.8662
O83807	SP(Sec/SPI)	0.666628	0.333372	CS pos: 29-30. TTS-SP. Pr: 0.2904
O83808	OTHER	0.007616	0.992384	
O83810	OTHER	0.010509	0.989491	
O83811	OTHER	0.484824	0.515176	
O83812	OTHER	0.000983	0.999017	
O83813	OTHER	0.000698	0.999302	
O83815	OTHER	0.001193	0.998807	
O83817	OTHER	0.001312	0.998688	
O83818	OTHER	0.007572	0.992428	
O83823	OTHER	0.001909	0.998091	
O83825	OTHER	0.006908	0.993092	
O83827	SP(Sec/SPI)	0.987318	0.012682	CS pos: 28-29. ARG-SK. Pr: 0.5344
O83828	OTHER	0.282040	0.717960	
O83829	OTHER	0.005219	0.994781	
O83830	SP(Sec/SPI)	0.774350	0.225650	CS pos: 28-29. TMA-AT. Pr: 0.3666
O83831	OTHER	0.247718	0.752282	
O83835	OTHER	0.007085	0.992915	
O83836	OTHER	0.014351	0.985649	
O83837	OTHER	0.027101	0.972899	
O83838	OTHER	0.017302	0.982698	
O83839	OTHER	0.016248	0.983752	
O83841	OTHER	0.002504	0.997496	
O83843	OTHER	0.000753	0.999247	
O83844	OTHER	0.001520	0.998480	
O83846	OTHER	0.105901	0.894099	
O83847	OTHER	0.000534	0.999466	
O83848	OTHER	0.042992	0.957008	
O83849	SP(Sec/SPI)	0.816864	0.183136	CS pos: 30-31. VRC-DL. Pr: 0.4111
O83850	OTHER	0.001344	0.998656	
O83851	OTHER	0.002675	0.997325	
O83852	OTHER	0.002414	0.997586	
O83853	OTHER	0.424001	0.575999	
O83854	OTHER	0.002816	0.997184	
O83864	OTHER	0.000757	0.999243	
O83865	SP(Sec/SPI)	0.610020	0.389980	CS pos: 34-35. SSA-AG. Pr: 0.1877
O83866	OTHER	0.003069	0.996931	
O83869	OTHER	0.001169	0.998831	
O83870	OTHER	0.001598	0.998402	
O83871	OTHER	0.043339	0.956661	
O83872	OTHER	0.048631	0.951369	
O83874	OTHER	0.001150	0.998850	
O83880	OTHER	0.000928	0.999072	
O83881	OTHER	0.023638	0.976362	
O83882	OTHER	0.000360	0.999640	
O83883	OTHER	0.003018	0.996982	
O83884	OTHER	0.001283	0.998717	
O83885	SP(Sec/SPI)	0.664808	0.335192	CS pos: 25-26. TVA-SK. Pr: 0.2462
O83886	OTHER	0.002655	0.997345	
O83888	OTHER	0.001680	0.998320	
O83890	OTHER	0.000994	0.999006	
O83891	OTHER	0.023437	0.976563	
O83894	OTHER	0.000362	0.999638	
O83897	OTHER	0.001299	0.998701	
O83898	OTHER	0.232347	0.767653	
O83899	OTHER	0.000835	0.999165	
O83900	OTHER	0.010596	0.989404	
O83901	OTHER	0.001216	0.998784	
O83902	OTHER	0.010206	0.989794	
O83904	SP(Sec/SPI)	0.588187	0.411813	CS pos: 18-19. LVA-YT. Pr: 0.1809
O83905	OTHER	0.000967	0.999033	
O83906	OTHER	0.001488	0.998512	
O83907	OTHER	0.020722	0.979278	
O83908	SP(Sec/SPI)	0.661767	0.338233	CS pos: 31-32. CSC-VR. Pr: 0.2594
O83910	OTHER	0.017956	0.982044	
O83911	OTHER	0.000619	0.999381	
O83912	OTHER	0.000371	0.999629	
O83913	OTHER	0.000403	0.999597	
O83914	OTHER	0.000550	0.999450	
O83916	OTHER	0.018550	0.981450	
O83918	OTHER	0.236297	0.763703	
O83919	OTHER	0.004129	0.995871	
O83920	SP(Sec/SPI)	0.872173	0.127827	CS pos: 24-25. STG-SN. Pr: 0.1715
O83921	OTHER	0.000983	0.999017	
O83922	SP(Sec/SPI)	0.670177	0.329823	CS pos: 24-25. CSL-KR. Pr: 0.1598
O83923	SP(Sec/SPI)	0.917839	0.082161	CS pos: 20-21. LYA-KE. Pr: 0.7101
O83924	OTHER	0.007406	0.992594	
O83925	OTHER	0.006341	0.993659	
O83926	OTHER	0.012838	0.987162	
O83927	OTHER	0.006736	0.993264	
O83928	OTHER	0.007702	0.992298	
O83929	OTHER	0.006319	0.993681	
O83930	OTHER	0.001532	0.998468	
O83931	OTHER	0.319515	0.680485	
O83932	SP(Sec/SPI)	0.741980	0.258020	CS pos: 34-35. VGA-QE. Pr: 0.3152
O83933	OTHER	0.072807	0.927193	
O83934	OTHER	0.002296	0.997704	
O83935	OTHER	0.102562	0.897438	
O83936	OTHER	0.023596	0.976404	
O83937	OTHER	0.103601	0.896399	
O83939	OTHER	0.000609	0.999391	
O83941	OTHER	0.001672	0.998328	
O83944	OTHER	0.001115	0.998885	
O83947	OTHER	0.002639	0.997361	
O83948	SP(Sec/SPI)	0.937056	0.062944	CS pos: 28-29. VHA-EV. Pr: 0.7560
O83951	OTHER	0.048638	0.951362	
O83952	OTHER	0.001621	0.998379	
O83953	OTHER	0.002642	0.997358	
O83954	OTHER	0.028440	0.971560	
O83955	OTHER	0.001111	0.998889	
O83957	OTHER	0.000688	0.999312	
O83959	OTHER	0.004348	0.995652	
O83960	OTHER	0.038335	0.961665	
O83961	OTHER	0.001007	0.998993	
O83965	OTHER	0.000980	0.999020	
O83966	OTHER	0.022477	0.977523	
O83967	SP(Sec/SPI)	0.975527	0.024473	CS pos: 18-19. AMA-GD. Pr: 0.9374
O83968	OTHER	0.182910	0.817090	
O83976	OTHER	0.001128	0.998872	
O83978	OTHER	0.005342	0.994658	
O83989	OTHER	0.000556	0.999444	
O83992	OTHER	0.000701	0.999299	
O83993	OTHER	0.001756	0.998244	
O83994	OTHER	0.001406	0.998594	
O83995	OTHER	0.007303	0.992697	
O83996	OTHER	0.042145	0.957855	
O83997	OTHER	0.232308	0.767692	
O84000	OTHER	0.000703	0.999297	
O84002	OTHER	0.000862	0.999138	
O88138	SP(Sec/SPI)	0.691094	0.308906	CS pos: 22-23. GYA-GV. Pr: 0.4493
P29722	SP(Sec/SPI)	0.961864	0.038136	CS pos: 22-23. ALC-VS. Pr: 0.5179
P29725	SP(Sec/SPI)	0.953758	0.046242	CS pos: 20-21. AHA-QS. Pr: 0.7750
P56822	OTHER	0.090830	0.909170	
Q01305	OTHER	0.410153	0.589847	
Q56343	OTHER	0.021491	0.978509	
Q56345	OTHER	0.001052	0.998948	
